Company Name,City,Address,Contact No,Services
Webzonix Technologies,Karachi,"Suit # 7-b,shumail Terrace,plot 147,manakjee Street,garden East Karachi","(92 21) 32238091, 38215917",Software Houses
Webnoxs Technologies Inc,Karachi,"Suit 606,anum Empire,shahrah-e-faisal Karachi","(92 21) 34391152, 34391151",Software Houses
Wekay Soft,Karachi,"312/5,haider Ali Road,d.m.c.h.s. Karachi","(92 21) 34920466, 34920446",Software Houses
Wallsoft,Karachi,"903-a,9th Floor,saima Trade Tower,i.i.chundrigar Road Karachi","(92 21) 32638535, 32638537",Software Houses
W.w. Resources (pvt) Ltd. (wwr),Karachi,"National It Park,# 1514,caesars Tower,st # 10,sharah-e-faisal Karachi","(92 21) 32780447, 32780446",Software Houses
Coderzlab,Karachi,"Suit #119, Sabah Palace Building, Pechs-block-6 Sharah-e-faisal, Karachi","923333906535, 03364115441",Software Houses
Imaginedge Creatives,Karachi,"No 3, Jhansi St, Sector 8 B Korangi, Karachi, Karachi City, Sindh 74660",(0302)2172854,Software Houses
Softronic Human Capital Management System,Karachi,"135, K.m.c.h.s.",2134302331,Software Houses
Tcs Connect (pvt) Ltd.,Karachi,"1/e/37,block-6,pechs.,shahrah-e-faisal Karachi",(92 21) 34541000,Software Houses
Softpack International,Karachi,"39 Saigal Market,zaibunnisa Street,saddar Karachi","(92 21) 35676085, 35676683",Software Houses
Pnt Global,Karachi,"A-7,4th Floor,namco Center,campbell Street Karachi","(92 21) 32628451, 32628452",Software Houses
Ping Systems,Karachi,"605,clifton Center,block #5,clifton Karachi",(92 21) 35872438,Software Houses
Powersigns,Karachi,"#204,mashrique Centre,block-14,main Stadium Road,gulshan-e-iqbal Karachi","(92 21) 34142304, 34142305",Software Houses
Millennium Systems & Consultan,Karachi,"72/f-1,9th Jami Commercial St.,phase-vii,d.h.a. Karachi","(92 21) 35310904, 35310903",Software Houses
Medisoft,Karachi,"Plot No.390,west Land Apptt.,mez.floor,m 8-9,bahadurabad Karachi","(92 21) 34941891, 34949541",Software Houses
Prime Networks (pvt) Ltd.,Karachi,"35/iv,street 32,phase-v Ext.,d.h.a Karachi","(92 21) 35846353, 35846352",Software Houses
Realcore Solutions,Karachi,"Suite No.301,al-amin Towers,gulshan-e-iqbal Karachi",(92 21) 34286045,Software Houses
Silicon Byte,Karachi,"#m-1,b-43,block 13-a,opp.expo Center & Expo Centre,gulshan-e-iqbal Karachi","(92 21) 36056850, 36056854",Software Houses
Sign O Solution,Karachi,"Suit # 1, First Floor, 6-c, South Park Avenue Phase 2, Ext. Dha, Karachi, Pakistan","92(21) 353-83279, +92(21) 353-83270",Software Houses
Softrack Technologies,Karachi,"Suite #529,5th Floor,mashriq Center,block 14,gulshan-e-iqbal Karachi","(92 21) 34939245, 34141896",Software Houses
Softflux Pakistan (pvt) Ltd.,Karachi,"Suite #319,320,technocity Office Tower,off Chundrigar Road Karachi","(92 21) 32215640, UAN : (92 21) 111-117-635",Software Houses
Right Solution,Karachi,"Plot No.21-e,south Park Avenue,phase-ii (ext.),d.h.a. Karachi","(92 21) 35395581, 35395582",Software Houses
Shams Software Services (pvt),Karachi,"206,2nd Floor It Park 2,tariq Centre,plot 1-c,tariq Road Karachi","(92 21) 34310834, 34310835",Software Houses
Pak Asia,Karachi,"D-806,kawish Crown,shahrah-e-faisal Karachi",(92 21) 34387846,Software Houses
Network Technology Systems (pv,Karachi,"246-e,1st Floor,block-6,pechs. Karachi",(92 21) 34532005,Software Houses
Expando,Karachi,"Suite#1, C-65, Block-13, Gulistan-e-jauhar",(0334)3448841,Software Houses
Digihive Digital Marketing Company,Karachi,"Suite No. 610, 6th Floor Rb Shopping Mall, University Rd, Ned University Of Engineering & Technology, Karachi, Karachi City, Sindh 75270","02134811666, 03337175277",Software Houses
Rankia,Karachi,"R 525, Federal B Area Block 15 Gulberg Town, Karachi, Sindh 75950, Pakistan",0322 3117273,Software Houses
Creative Hopes,Karachi,"3rd Floor, Suite No. 9 Bl-a, Parsu Ram Desh Rd, Narayan Pura Ranchore Lane, 74400","923322392234, +923360082672",Software Houses
Bharmal Systems,Karachi,"2c 2nd Floor, Westland Trade Center. Shaheed E Millat Road, Karachi","92-21-32275252, +92-21-32275253",Software Houses
Afaicon,Karachi,"Office #91, Falak City Tower, Opposite Chamber Of Commerce, Karachi, Pakistan",(0335)2646886,Software Houses
Burkitech,Karachi,"Burki Tower Iii-0 Main, Khalid Bin Walid Rd, P.e.c.h.s Block 2 Block 2 Pechs,75400",92 300 822801,Software Houses
Pne Enterprises,Karachi,"Office # 202, 2nd Floor, Zamzama Commercial Area, Dha Phase V, Karachi",3350316886,Software Houses
ONETEN Solutions,Lahore,"7HH+W33, Sui Gas Rd, Aziz Colony Shahdara Town",0333 4063794,Software Houses
Digital Goal,Karachi,"Osif Center, Block 13-a, Gulshan E Iqbal, Karachi, Pakistan",(0317)0211567,Software Houses
Maison Consulting & Solutions,Karachi,"# 505,business Avenue,block-6,pechs,shahrah-e-faisal Karachi","(92 21) 34520370, 34520314",Software Houses
Arwaj Solutions (pvt.) Ltd.,Karachi,"Suit No 306,307 Doctor In Plaza, Nawab Siddique Ali Khan Rd, Block 3 Nazimabad, Karachi","02136619045, +923405550113",Software Houses
Millennium Systems,Karachi,"79/1,street 6,phase-vi,khayaban-e-badar,d.h.a. Karachi",(92 21) 35848421,Software Houses
Fast Technology,Karachi,"Plot #37-c, Mezzanine Floor, 13th Commercial Street, Phase-ii Extension, Dha, Karachi, Pakistan",923082993200,Software Houses
Vinncorp,Karachi,"Suite No. 704, 7th Floor, Fortune Center, Shahrah-e-faisal. Karachi",92 308 2226877,Software Houses
Noble Computer Services (pvt),Karachi,"Sohni Centre,bs 5&6,block-4,main Karimabad,f.b.area Karachi","(92 21) 36801880, 36801882",Software Houses
Irex Software Solutions,Karachi,"Gulshan-e-iqbal, Block 10a","03002546363, 9230025463363",Software Houses
Miracle Solutions,Karachi,"Fl #3/5,2nd Floor,rashid Minhas Road,block-5,gulshan-e-iqbal Karachi",(92 21) 34211024,Software Houses
Next Century Software,Karachi,"M-95, Odean Centre, Saddar Karachi",(92 21) 32734524,Software Houses
Micro-asian Technologies,Karachi,"Building No.1/c,14th Comm.st.,phase-ii Ext,defence Karachi","(92 21) 35880581, 35892100",Software Houses
Pibas Pakistan (pvt) Limited,Karachi,"22-g,block-6,p.e.c.h.s. Karachi","(92 21) 34555299, 34521212",Software Houses
Noor Business Systems,Karachi,"38-b,pechs,ii,roundabout,off Tariq Road Karachi","(92 21) 34386379, 34386379",Software Houses
Mass Information Technology,Rawalpindi,"H3W3+5G2, Riaz Plaza, Bank Rd, Computer Market",(051) 5517763,Software Houses
CureMD,Lahore,"30 Davis Road, Garhi Shahu",(042) 38852222,"health information management systems and services, offering certified EMR, practice management, patient portal"
Zones IT Solutions,Islamabad,"J2XQ+554, 3, I-10/3",(051) 4100423,IT Services and IT Consulting
Ibex solutions,Islamabad,"Asia Pac Office. 359 Ibex House, Street 5. I-9/3,",92 51 4102141;,Digital CX Outsourcing for the World's Leading Brands
Teradata Global Consulting Pakistan (Pvt) Ltd,Islamabad,"Marvel Arcade, Gulberg Greens Executive Block Koral Town",(051) 2011004,"multi-cloud data platform for enterprise analytics, solving data challenges"
Walee Technologies,Islamabad,"Plot 2, Commercial Area, G-10/2",(051) 8486713,"platform delivering apps, SaaS and enterprise solutions"
Nisum Pakistan (Pvt.) Ltd.,Islamabad,"Plot # 90 Street 7, I-10/3",,IT Services and IT Consulting
Chemonics International Pakistan,Islamabad,"JXWW+CMW, H-12",,Consulting Organization
Afiniti,Islamabad,"8th Floor, Ufone Towers, Block J F 7/1",(042) 111 874 874,artificial intelligence company
ACTED,Islamabad,"House No. 24, F-11",(051) 2298011,Agency for Technical Cooperation and Development
Human Focus Technologies (PVT) Ltd,Islamabad,"1st Floor, Plot No. 17 & 18, EOBI Building, I-8 Markaz",(051) 8444520,manages and develops all aspects of HF IT systems
SwipBox,Islamabad,"G4XF+V2W, Plaza 40, Civic Center Bahria Town Civic Cente",N/A,"network management software and hassle-free, app-operated parcel lockers"
Technolangs IT Training Institute,Faisalabad,"4th Floor، Tower, Saleemi St، near cheif boot house, D Ground Block D People's Colony No 1",0311 1188600,Digital Marketing Course | Social Media Marketing Course | Spoken English Course
Blinix Solutions Pvt. Ltd.,Faisalabad,"Office #3, 5th Floor, Legacy Tower, Kohinoor City",(041) 8717401,IT Services and IT Consulting
Invictus solutions Pvt Ltd,Faisalabad,"101 Regency Arcade, The, Mall Road",(041) 2408084,Software company
Relax Solutions Pvt Ltd,Faisalabad,"Head Office: Office# 2, Floor# 7, Ashraf Butt Center, Main Circle Road, ",N/A,IT Services and IT Consulting
Xelent solutions,Faisalabad,"P-58 Usman Colony, Main Sargodha Road",(0322)0008788,"Software Development, Web Development Services, Ecommerce Development, Mobile Application Development, Ecommerce Development, and SEO Services"
fillinx solutions,Faisalabad,"Flloor No. 6, Burj Ul Kuwait Plaza, Kohinoor City",0319 0221212,Software Development 
TechloSet Solutions,Faisalabad,"P-681 Amin Town W Canal Road,",N/A,"Web Development, Mobile Development, eCommerce , Cloud Computing, and Artificial Intelligence"
